address_uuid;build_year;floor_number;residential_area;wall_type;roof_area_total;roof_area_metal;roof_area_web;roof_area_piece_goods
4a50e97b-c979-4494-8629-6474becf0ed3;1961;4;2992.100;Кирпич;1093.000;0.000;1093.000;0.000
c5534648-b719-4dfe-8530-6498a4c086d4;1996;9;4318.510;Блоки;735.050;0.000;735.050;0.000
a3c562c3-1384-4640-8394-6662a859cb77;1962;4;2053.330;Кирпич;973.000;0.000;0.000;973.000
798d06fe-ab55-4b7d-b831-669c222a9285;1994;9;6264.640;Панели железобетонные;1000.700;0.000;1000.700;0.000
2be2b4bb-a792-4991-84c6-6894065a986e;1972;5;3222.610;Блоки;888.000;0.000;888.000;0.000
2be2b4bb-a792-4991-84c6-6894065a986e;1972;NULL;NULL;Блоки;1020.000;NULL;NULL;NULL
d5378a17-40ad-48b8-83e7-691b3b940727;1979;5;3407.840;Кирпич;917.460;0.000;917.460;0.000
205b50ff-bec0-4117-bfb7-6985f7024ee0;NULL;5;1264.250;NULL;NULL;NULL;NULL;NULL
97431017-d37c-4478-b319-6a4530b787f0;1988;5;5267.500;Панели железобетонные;1355.000;0.000;1355.000;0.000
05cebd67-8862-4eaf-95db-6ad109967806;1973;9;3981.670;Кирпич;1326.000;0.000;1326.000;0.000
e1c2cbeb-641a-476b-9206-6b710cede2ae;2001;9;8728.460;Панели железобетонные;540.000;0.000;540.000;0.000
473082f4-5ed4-4055-abfd-6bb07d8e3753;1962;4;2003.480;ж/б блок;2102.730;2102.730;0.000;0.000
05867c08-5008-4e64-983a-6c165280a183;2011;10;4396.260;Кирпич;815.160;0.000;815.160;0.000
d6257b7b-d68c-449f-aef3-6c4af1a2d78f;1980;5;4608.430;Блоки;1208.000;0.000;1208.000;0.000
9fedc93e-aca9-4684-aed1-6c4d22e73b38;1992;9;4245.040;Панели железобетонные;687.400;0.000;687.400;0.000
34f074a5-5f10-4540-87e4-6c58b3eccf5a;1969;NULL;NULL;NULL;NULL;NULL;NULL;NULL
ae5cdc47-5068-4ff9-8a5e-6c6ec0572d3d;1986;9;3566.890;Панели железобетонные;577.000;0.000;577.000;0.000
98321412-d304-497f-b31b-6c7a52bec4be;1977;9;1938.050;Кирпич;333.000;0.000;333.000;0.000
c9ea8d70-af7c-44d0-9502-6d0247b7889e;1978;5;4581.070;Блоки;1320.000;0.000;1320.000;0.000
dbcc26db-7555-4c26-8253-6d0df1ab70ca;2005;9;4356.320;Панели железобетонные;926.580;0.000;926.580;0.000
b925293e-6713-40fa-b0c0-6e1faac0bd6f;1966;5;3529.190;Блоки;NULL;0.000;0.000;1089.000
4e4f7549-851f-454d-8c03-6f4f911cc450;1979;5;4524.120;Блоки;1326.000;0.000;1326.000;0.000
7eb2b4ef-3d5e-4f83-b085-6fce0e41bc9f;1971;5;3450.730;Блоки;984.400;0.000;984.400;0.000
cb069fa8-2338-49e0-b29e-6ff50c090a53;1994;9;5392.000;Панели железобетонные;870.600;0.000;870.600;0.000
96db4ee3-d1da-4708-975e-71af57c0732c;1974;5;4584.970;Блоки;1215.000;0.000;1215.000;0.000
1180c488-99f9-4264-b8a8-71b8e014bd09;1976;5;4517.580;Блоки;1249.000;0.000;1249.000;0.000
00cc28c1-3c57-4e8b-aaa1-72083f02c6cf;1984;9;3524.010;Панели железобетонные;626.000;0.000;626.000;0.000
1ccd80de-27de-4f37-b93f-721264dc463a;2013;9;4530.900;Кирпич;NULL;82.000;576.000;24.000
2a26953f-4b1c-42b2-9953-72372ba80d4b;1989;9;5615.360;Панели железобетонные;923.760;0.000;923.760;0.000
b58cf9fa-b2fb-45c1-9b2d-72b1023b9750;1993;9;6159.280;Панели железобетонные;742.000;0.000;742.000;0.000
42783c1c-ea5c-4474-ad33-72b9bc0e552c;2004;9;2735.490;Панели железобетонные;731.000;0.000;731.000;0.000
0114ee66-034c-4ca8-8935-742df66ee0d3;1979;5;6164.370;ж/б блок;1731.050;0.000;1731.050;0.000
df2985bf-2f1c-405e-8470-7480fe8829ef;1964;5;3548.240;Шлакоблоки;1267.000;0.000;0.000;954.000
252cd76d-0344-418d-850f-74f04fdb007c;1984;9;3601.410;Панели железобетонные;595.000;0.000;595.000;0.000
a91ad2a8-c332-4d5a-aa83-754489f742c8;2009;5;1154.440;Панели железобетонные;415.000;0.000;415.000;0.000
8627d669-0dd2-4241-8e79-75687439af39;1978;5;4552.130;ж/б блок;1204.000;0.000;1204.000;0.000
fb8b2faf-778f-48c0-95e6-762bf558980b;1972;5;3455.000;Блоки;1268.000;0.000;1371.000;0.000
a1078ee9-12f4-4292-b204-76fefb1f3e89;1977;5;3224.880;Кирпич;947.800;0.000;947.800;0.000
250821bd-8162-4fa0-90a2-77151e6ce4b7;1977;5;4582.050;Панели железобетонные;1279.770;0.000;1279.770;0.000
ca7c8671-de30-41e3-b3bc-7725c4804138;1995;3;1059.990;ж/б блок;555.000;0.000;555.000;0.000
c8213785-6689-4736-8576-77e3539d50d6;2001;9;2165.460;Панели железобетонные;301.000;0.000;301.000;0.000
ee7d4dd6-8a4d-4df0-aeaf-787e76525cbd;1984;9;3562.230;Панели железобетонные;521.000;0.000;521.000;0.000
c2a0aedf-09fc-441d-bbee-7905faf77ada;1984;9;3583.520;Панели железобетонные;575.600;0.000;575.600;0.000
6a331bc5-9d9a-4f1b-8fc5-797c1eabb7aa;1975;5;4622.350;Блоки;1225.000;0.000;1225.000;0.000
3975d897-cc3c-4434-a348-799e52b27454;1972;5;4599.070;Блоки;1257.130;0.000;1257.000;0.000
abd58f23-1cdb-4e25-89d0-7a85f2230453;2007;10;5614.350;Панели железобетонные;883.200;0.000;883.200;0.000
22e7b113-ab05-4ff1-867a-7abac04f1917;1986;9;5608.100;Панели железобетонные;906.000;0.000;906.000;0.000
00d892b3-6391-4c13-aca7-7ac788076768;1987;9;4162.970;Панели железобетонные;621.200;0.000;621.200;0.000
4fb7730c-fa9a-406a-828a-7e6267fb4fec;1963;2;912.570;Кирпич;704.200;0.000;704.200;0.000
2ae2fb9e-b25b-4b7b-9de6-7ebe3abbdb12;1971;5;4627.590;Панели железобетонные;NULL;0.000;1371.000;0.000
138cc697-65c2-4fea-980e-7ee83badfb30;1998;9;2380.000;Кирпич;452.200;0.000;452.200;0.000
ac7d8e13-2dd2-4881-a67d-7ee94e61fac4;1962;4;2013.050;Кирпич;902.000;0.000;0.000;902.000
4fe4df43-8186-4383-81b0-7f3fb56b1e54;2005;10;3240.590;Панели железобетонные;515.000;0.000;515.000;0.000
2cb31a99-d301-4178-996c-7f46fa3737ba;1964;5;5234.080;Блоки;1749.046;0.000;1749.046;0.000
84e00017-87df-4208-8884-7fba89c35724;1993;9;4193.790;Панели железобетонные;702.640;0.000;702.640;0.000
1879e2fc-f508-41c2-9300-7fdfcf02c033;1987;9;5683.220;Панели железобетонные;910.000;0.000;910.000;0.000
660df33d-a9da-4e85-859a-806f5a7b901d;1970;5;4580.880;Панели железобетонные;1202.000;0.000;1202.000;0.000
be27e4ec-b0fd-4bce-8869-81307f221bc4;1971;5;4617.250;Блоки;1360.000;0.000;1360.000;0.000
bb80235a-f3b7-40cf-830d-81acd5a89a2b;1987;5;2746.240;Кирпич;878.450;0.000;878.450;0.000
4a0cf6ee-cc74-4580-afa6-81eb4fa4dc27;2000;9;2208.840;Панели железобетонные;310.000;0.000;310.000;0.000
238ee25b-8a77-4d35-9391-81f27e81937c;1969;5;3247.790;Блоки;938.000;0.000;938.000;0.000
ab1875b4-894b-4b10-8b2e-82a61b368b0f;1989;9;2066.060;Панели железобетонные;340.000;0.000;340.000;0.000
9c774cc3-8e1c-4f64-a4d8-82b75f0e778c;1983;9;7680.630;Панели железобетонные;1228.000;0.000;1228.000;0.000
3a3f715f-8114-4a3c-ac69-831100faf05f;1999;5;1232.040;Кирпич;427.740;0.000;427.740;0.000
b4a39f81-ece2-4a8d-b437-8342fa6b31ca;2000;5;1474.890;Кирпич;530.000;0.000;530.000;0.000
a54e7f41-3fcb-4ce3-8dc8-835a2beda17e;1989;5;2095.460;Панели железобетонные;577.000;0.000;577.000;0.000
90e8b574-3d81-47b4-bdf0-83829610bc70;1968;5;2960.260;Блоки;802.000;0.000;802.000;0.000
3dd29276-2501-4a92-a73f-83d99b48b974;1990;9;2065.290;Панели железобетонные;351.200;0.000;351.200;0.000
facfefbe-b6ea-4779-8139-851ccfeb6939;1963;5;2506.000;Кирпич;903.000;0.000;0.000;903.000
4e446aea-4a61-4693-993c-85c4ebad3cea;1967;5;5346.290;Блоки;1806.000;0.000;1502.000;0.000
08f8c06f-a7ee-4aee-9f7d-8689b0782525;1963;5;3404.070;Кирпич;NULL;0.000;0.000;657.800
6b6069a9-5edb-4f14-8067-86c84555e0a4;1964;5;3462.850;Кирпич;969.220;969.220;0.000;0.000
d06c5d99-3a94-4a48-a7fd-873161446774;1985;3;1976.590;Панели железобетонные;909.000;0.000;909.000;0.000
3fc3060c-a685-432d-80d0-875109e17e6d;1987;9;3578.970;Панели железобетонные;612.000;0.000;612.000;0.000
738cee13-6901-4f1e-b00a-877415492ceb;1964;5;2390.550;Кирпич;903.500;184.000;0.000;760.000
66b2d248-bd1b-45ce-85c5-8880c9e03567;1997;5;1906.920;ж/б блок;502.000;0.000;502.000;0.000
58351cc7-340c-4dce-8062-88d10cdaae72;1998;6;1812.720;Кирпич;451.000;0.000;451.000;0.000
cd18a861-15d8-4110-a228-88f6fa45e145;1986;9;3537.220;Панели железобетонные;586.000;0.000;586.000;0.000
07170815-f6b6-4290-98b0-8914e8b3b49f;1965;5;3498.440;Блоки;1081.000;0.000;0.000;1081.000
cd6687c3-0ebb-4803-a5ca-896181d513b8;1981;5;2734.140;Кирпич;780.000;0.000;780.000;0.000
83b8a503-2920-496a-8bfe-896c68225e8b;1974;5;6140.640;Блоки;1733.240;0.000;1733.240;0.000
9124a718-2be2-4b26-bc13-89740d4ce4f4;1966;5;2478.700;ж/б блок;918.000;0.000;0.000;918.000
206b4989-93bc-4b38-895e-897ffc6e4661;1989;9;4181.070;Панели железобетонные;690.000;0.000;690.000;0.000
d62f1788-eb84-41a8-9adb-89ac6a5e95f2;1963;NULL;NULL;NULL;NULL;NULL;NULL;NULL
7069333f-7131-4717-9f4a-89f9e9e21a34;1990;9;5431.560;Панели железобетонные;861.000;0.000;861.000;0.000
047523df-3113-4606-a628-8a7f74f392e2;1991;5;1548.280;Кирпич;746.600;0.000;0.000;746.600
9b9c9a49-2072-4679-a18d-8b0a548d40b1;1999;9;4374.650;Панели железобетонные;806.000;0.000;806.000;0.000
7ec6b821-35f9-41da-be1f-8b7269034c6a;1960;3;934.910;Кирпич;446.500;0.000;446.500;0.000
584f42c3-d54f-4cd9-8161-8bc67c469634;1967;5;2416.380;Кирпич;2929.000;530.000;2000.000;530.000
ea25fc8c-bcae-44e4-a669-8c57a32f5351;1966;5;2567.030;ж/б блок;927.400;0.000;0.000;927.400
ea97fdaf-3f42-4ae8-955f-8d14d6df984c;1977;9;1922.640;Кирпич;371.000;0.000;371.000;0.000
c6958fde-e958-48c9-aaf0-8d1869a1bebc;1962;4;2071.410;Кирпич;978.000;0.000;0.000;978.000
b28c723b-6308-426a-a03a-8d1f9267ea9e;1965;5;4923.020;Кирпич;1841.000;0.000;0.000;1841.000
14dd4248-dac7-4584-b0e4-8d25a1e72d24;1990;9;4194.980;Панели железобетонные;666.000;0.000;666.000;0.000
66dc46f7-cf35-4d62-ad58-8e23c10d2cc3;1983;9;7679.730;Панели железобетонные;2453.440;0.000;1226.750;0.000
9884e4a6-2ce4-485b-913d-8e75c7779302;1985;7;4380.080;Панели железобетонные;975.800;0.000;975.800;0.000
dacad90c-9057-42e9-8ec8-8f3fe69293b3;1971;5;3465.490;ж/б блок;926.130;0.000;926.130;0.000
be24280b-3eb6-4a6d-861c-90275e8ba270;1976;5;4456.990;Блоки;1232.000;0.000;1232.000;0.000
a83be036-6c68-4194-bf59-90394faf98d5;1988;9;3428.350;Панели железобетонные;591.000;0.000;590.000;0.000
4274d56e-dfd2-4216-922b-907c4bba6772;1964;5;2502.230;Кирпич;695.310;0.000;695.310;0.000
8e9dc2b7-8b16-44ed-8774-90a0915f457e;2005;10;3540.100;Кирпич;976.000;18.000;860.000;0.000
8efb537c-5e2d-4267-8fc6-90b280d1adca;1985;5;4461.720;Панели железобетонные;1309.000;0.000;1309.000;0.000
e68d7013-5b25-473a-993d-90c16e6047ad;2002;9;6002.840;Панели железобетонные;1252.000;0.000;1252.000;0.000
6a974eaa-0692-4bbd-b64d-90e347621512;1996;9;2080.390;Панели железобетонные;339.500;0.000;339.500;0.000
60b801ae-cfaa-43e8-8d91-91bdb3b216a4;1972;5;3106.150;Кирпич;935.260;0.000;935.260;0.000
c5611bc8-bdb7-4245-8465-91ded2273592;1990;9;4242.400;Панели железобетонные;879.000;0.000;879.000;0.000
3ccb8813-62a8-4136-b7cd-923a55f34174;1989;9;7095.410;Кирпич;518.000;0.000;518.000;0.000
4be2cec4-b963-41b2-94ac-935a2b40b6a3;1996;9;4159.020;Панели железобетонные;659.800;0.000;659.800;0.000
9f8c4b9c-80e1-48b2-af6b-9388dfa4331c;1988;9;7758.580;Панели железобетонные;1457.000;0.000;1457.000;0.000
43ef53e2-f601-45c9-b05e-938920fa7e03;1968;5;2992.200;Дерево;919.800;0.000;986.000;0.000
ea05d47c-d823-45a8-9ed5-93c7b1c8c159;2003;9;4367.120;Панели железобетонные;825.000;0.000;825.000;0.000
ef63a522-79a4-40e9-8837-94c6b36f6bfc;1965;3;1059.010;Кирпич;694.000;0.000;694.000;0.000
d823ee77-5c7b-47c1-ae86-9593d340a3c5;1983;9;6824.460;Кирпич;1094.400;0.000;1094.400;0.000
c1c6e9fb-cbac-4cf1-bddb-97679da9fd35;1976;5;2768.100;ж/б блок;1042.300;0.000;1042.300;0.000
644ab665-29a5-4e74-aa40-98fc7e354d63;1962;4;947.860;Кирпич;NULL;0.000;360.000;0.000
815c4c63-bbda-46dc-ae9e-9957430b0d68;1973;5;3175.000;Кирпич;1057.000;0.000;1045.000;0.000
356850a9-928a-4bab-b6ff-9a9e07f4ac3d;1986;9;4201.360;Кирпич;795.300;0.000;795.300;0.000
f4089d3b-a313-4a7e-8432-9aa2441cd87d;1983;9;7666.550;Панели железобетонные;1230.000;0.000;1230.000;0.000
60081b82-463a-43fc-ac41-9af2d89cac7f;1982;9;3697.420;Кирпич;1108.080;0.000;1108.080;0.000
576be21b-e872-4bcc-b397-9b1fd582de22;1982;5;1379.590;Кирпич;460.000;0.000;460.000;0.000
8824571e-c53b-4c21-a027-9b48ae1ed697;1986;5;3296.970;Панели железобетонные;960.000;0.000;960.000;0.000
b7d88cb2-9519-4c01-bee9-9bdd0976b842;1984;3;1284.690;Панели железобетонные;605.820;0.000;605.820;0.000
427cb26b-1b24-4c85-9cce-9cd6e75a5b6c;1997;5;1263.230;Кирпич;478.000;0.000;478.000;0.000
2d7970d8-ac07-4196-9dd7-9d53fdcc5c1c;1973;5;5427.470;Блоки;1483.970;0.000;1654.740;0.000
8b12c84c-7900-4157-9607-9d610c2c26ca;1964;2;626.920;Кирпич;596.000;596.000;0.000;0.000
19e86cdf-083f-4f4f-a059-9d8caaa71132;1967;5;6091.620;Блоки;1750.000;0.000;1750.000;0.000
19e86cdf-083f-4f4f-a059-9d8caaa71132;1967;NULL;NULL;Блоки;1714.000;NULL;NULL;NULL
5a7076c4-3897-42c7-8043-9e29e130c5c9;1980;5;4599.330;Блоки;1314.000;0.000;1314.000;0.000
caf247f7-3e79-4c7f-8641-9ebdd3dce10a;2010;9;6537.340;Кирпич;1276.520;0.000;1276.520;0.000
213b176e-d8ae-462b-8a2a-9ef7f9e07013;1994;12;3470.460;Кирпич;561.000;0.000;561.000;0.000
69223375-20d8-4a45-833f-9f3cb452d2a6;1986;9;4884.740;Кирпич;871.920;0.000;871.900;0.000
5feab01a-d42f-4d29-8c9e-9f5013daa027;1971;4;2540.890;Кирпич;879.530;0.000;0.000;879.530
a6c44ac9-3732-468b-8394-9fd72bf7e029;1971;9;1917.510;Кирпич;348.000;0.000;348.000;0.000
c224e369-a729-43e8-a27d-a08d9349a9ce;1977;5;3451.020;ж/б блок;1887.000;0.000;1887.000;0.000
a701e1f6-8261-4483-aeae-a0da607181bc;1962;4;1300.810;Кирпич;611.000;0.000;0.000;611.000
74554a4c-4e92-4e8e-a103-a0eef6bc4cbb;1987;9;2357.610;Кирпич;1005.400;0.000;502.700;0.000
4a293767-3696-4678-9abd-a14f773fd8e9;1963;5;2025.050;Кирпич;506.000;0.000;0.000;0.000
c6eca7fa-d648-41b5-b20b-a1741f6d0308;1997;9;8688.250;Панели железобетонные;1476.000;0.000;1476.000;0.000
5dcaaf6c-8734-4228-b09d-a203caf4213d;1965;5;2566.060;ж/б блок;912.000;0.000;0.000;912.000
8bc8ad35-97c2-4c5a-b06c-a20865d1cc94;1978;5;3938.030;ж/б блок;1100.000;0.000;0.000;1100.000
7826a8d2-20f4-4924-a69f-a23c1e27ecef;1971;9;1954.990;Кирпич;359.000;0.000;359.000;0.000
28f334f7-0e10-46cd-b560-a29a49c198f4;1967;5;2517.180;ж/б блок;866.000;0.000;0.000;866.000
77f0b22d-9c53-4a9d-ab64-a2bad48c57b1;1969;5;2396.810;Блоки;765.000;0.000;765.000;0.000
f676b12c-304e-40ee-8bdb-a2d7502862c7;1972;5;4529.480;Панели железобетонные;1195.070;0.000;1195.070;0.000
25b3e376-bcfc-4926-9476-a32910a9c5de;1968;5;4555.340;Блоки;1196.000;0.000;1196.000;0.000
d2efd626-45f5-482b-87bc-a381035288a7;1964;5;2470.720;Кирпич;874.000;0.000;0.000;874.000
afb28d8b-9e9a-4e83-9194-a3bd354ed137;1977;5;3251.770;Блоки;900.000;0.000;900.000;0.000
d96f469b-ee63-4fb1-b525-a43adc42d26c;1968;5;2956.850;Блоки;774.000;0.000;774.000;0.000
f6dc9db7-9996-4605-88c3-a45d6760f708;1991;9;8058.530;Панели железобетонные;1238.000;0.000;1238.000;0.000
3758d152-7096-4b8f-b000-a4680289afc6;1976;5;3432.720;Блоки;1065.000;0.000;1065.000;0.000
00fd8bb3-42da-44fe-9618-a565b352c57b;2013;9;2691.000;Панели железобетонные;467.900;0.000;467.900;0.000
2508d377-c5bf-4aee-94cd-a56b61903a4c;1991;9;6213.770;Панели железобетонные;997.000;0.000;997.000;0.000
834d6c53-9c7f-41a7-aa0b-a67cf9ffbfc2;2009;9;2172.060;Панели железобетонные;422.380;0.000;422.380;0.000
7eeddb9d-3ade-494e-b647-a6afad661de0;1990;9;8330.730;Панели железобетонные;1238.000;0.000;1238.000;0.000
4ab3a7bf-c818-49b5-819d-a7118307b805;1983;9;3599.730;Панели железобетонные;579.000;0.000;579.000;0.000
d380f0b5-b728-4cf4-a4d7-a71d58cff7f8;2001;9;4308.820;Панели железобетонные;817.000;0.000;817.000;0.000
03abb360-5ab5-45e0-a4a0-a76ed8910fc2;1965;5;3468.360;Кирпич;1187.000;0.000;0.000;1187.000
70dec9ae-4da7-4e38-8301-a7a238e0e600;1982;9;3554.640;Кирпич;1108.080;0.000;1108.080;0.000
d076631a-c8c7-46cc-ba78-a7d60f2a8cf4;1970;5;3436.120;Блоки;884.000;0.000;884.000;0.000
8a5ba34e-98b2-42dd-8ee7-a83e2fc69efa;1978;5;2652.120;Кирпич;866.000;0.000;866.000;0.000
c2adf284-fac0-45f5-b5a1-aa6151dd2e96;1988;5;2105.750;ж/б блок;658.000;0.000;658.000;0.000
852defe3-4438-4c6e-929e-ab1ac4f364a4;1970;2;559.950;Кирпич;579.000;0.000;0.000;579.000
17a88a4a-57b8-4d46-8caa-ab7b2c34a281;1998;9;4427.900;Кирпич;843.140;0.000;843.140;0.000
b906ceca-80ea-4686-baa7-aca740e11513;1992;9;2468.220;Кирпич;348.000;0.000;348.000;0.000
2e0c4284-aa8b-48c4-801d-adc1d977da60;1978;5;3429.410;Кирпич;1200.000;0.000;1200.000;0.000
6c3edadb-3466-4106-9cfb-adf1cc4d6ed0;1991;5;2819.350;Кирпич;898.000;0.000;898.000;0.000
d66b23d1-04ca-490d-ad27-ae11032c53ed;1987;5;4473.210;Панели железобетонные;1247.000;0.000;1247.000;0.000
aba6173d-4413-443a-bddb-ae6d3640ad3e;1994;12;3618.820;Кирпич;565.810;0.000;565.810;0.000
b44c7dce-e826-4a05-959a-af867d4cf45e;1990;5;3649.150;ж/б блок;1050.000;0.000;1050.000;0.000
f8cc2a28-91dc-4d46-92e2-b03876060326;1995;9;6354.410;Панели железобетонные;1019.000;0.000;1019.000;0.000
b2d80054-bccb-4b8c-842e-b24a4a3ead65;1972;5;3454.810;Блоки;886.000;0.000;886.000;0.000
672887d7-0883-4f0b-8cc1-b2cd24a85ada;1973;5;2797.270;Блоки;1058.000;0.000;1058.000;0.000
12f679c6-55f1-4662-a71a-b2f030977073;1995;9;4383.290;Панели железобетонные;796.000;0.000;796.000;0.000
a253056a-2aa9-4284-8cfb-b33c52ad8a70;1998;9;4387.190;Панели железобетонные;825.000;0.000;825.000;0.000
dc897e29-86fc-402f-a6fb-b34659a0ad21;1968;5;3482.146;Блоки;955.000;0.000;955.000;0.000
0e1036a6-45fa-4f52-8b8d-b388a4fe66c3;1977;5;4577.250;Блоки;1309.000;0.000;1309.000;0.000
c07cab2c-34d7-47b8-bbc8-b43b1421ee42;1988;9;3556.560;Панели железобетонные;623.600;0.000;623.600;0.000
e0fa6e5a-8a6a-4ea2-a984-b45b156c5d45;1983;9;3575.570;Панели железобетонные;579.000;0.000;579.000;0.000
c86daa63-c108-4341-8940-b621b4500305;1980;2;365.960;Кирпич;288.700;0.000;288.000;0.000
89b11b07-5c3f-459a-819f-b6bc20330510;2007;5;1639.830;Кирпич;1025.000;1025.000;0.000;0.000
d19dd161-c290-4364-aca9-b6eb3738f3c9;1966;5;3332.060;Блоки;934.000;0.000;934.000;0.000
385575f5-2241-460f-8d87-b749967af0af;1965;5;3520.940;Блоки;1087.000;0.000;0.000;1087.000
0eb95ce7-5aba-40dd-9be8-b772924af75d;1978;9;3841.410;Кирпич;1000.000;0.000;1000.000;0.000
64c10749-b7c8-4dc5-8f9d-b7f1002c8dea;1990;5;4852.670;Панели железобетонные;1394.480;0.000;1394.480;0.000
18433152-d0de-4707-9e47-b969094ca48e;1987;5;3238.840;Панели железобетонные;854.000;0.000;854.000;0.000
ebddf3e7-79fe-42e2-9ade-ba435b8f8115;1993;9;6424.780;Панели железобетонные;1053.000;0.000;1053.000;0.000
018ecc3b-cfcc-40d0-a1a2-baf369baac27;1989;5;3640.150;Кирпич;1246.780;0.000;1246.780;0.000
29943294-5694-4970-bb39-bc5282aa2c11;2006;10;5261.610;Кирпич;609.490;0.000;1024.980;0.000
94c563de-83bd-486b-8a82-bc52f59eb3f2;1994;9;4422.840;Панели железобетонные;740.000;0.000;740.000;0.000
0005a1de-b1a0-4c0c-9712-bcc2ff4a6bd5;2005;5;1354.420;Кирпич;1025.000;1025.000;0.000;0.000
594762bf-fecb-41fe-b707-bd5a665388e1;1972;5;2944.600;Блоки;889.000;0.000;889.000;0.000
0a7a8173-6417-4096-9ab5-bdaaa01f76d5;1970;5;2960.470;Блоки;772.000;0.000;772.000;0.000
a1129efe-6b30-404f-a0af-beae2b83eb76;1959;4;2977.440;Кирпич;1366.000;1366.000;0.000;0.000
88902c71-6776-42a7-84bf-bee0bf202beb;1988;9;2098.040;Панели железобетонные;333.400;0.000;335.000;0.000
dd1b71bf-43a1-44aa-bddb-bf150ab037b3;1993;9;5468.370;Панели железобетонные;933.600;0.000;933.600;0.000
f5bbd333-6786-4273-b51d-bfc53ba503f4;1996;9;6375.620;Панели железобетонные;1016.470;0.000;1016.470;0.000
5e827ec3-782e-4627-beaf-bfe1ba7c1ec5;1996;9;4419.710;Панели железобетонные;745.000;0.000;745.000;0.000
18602e43-f0f6-460b-9b05-bff037f87b45;1964;5;2544.800;Панели железобетонные;882.000;0.000;0.000;882.000
b77ef6b1-69e6-4c99-9c3f-c01b4d443131;1980;5;6164.270;ж/б блок;791.400;0.000;791.400;0.000
55c11c9d-57ae-4821-aa71-c03d174ef4c8;1997;9;4406.660;Панели железобетонные;1035.600;0.000;1035.600;0.000
3bd84f5f-3f9f-4431-808e-c03f401b72e2;1981;9;3575.520;Панели железобетонные;573.600;0.000;573.600;0.000
eeaff7fd-c7b6-448c-a323-c05dfc35b23e;1977;5;3476.780;ж/б блок;876.000;0.000;876.000;0.000
813328b0-58e7-4aa4-b5f6-c0fe8afbd7ed;1958;4;2953.890;Шлакоблоки;1106.000;1106.000;0.000;0.000
fce2db74-28a4-4eac-95a6-c1269270601c;1976;9;4752.743;Кирпич;1390.890;0.000;1390.890;0.000
a85c907c-6960-43f9-b93e-c145db39ec5f;2003;9;4987.380;Кирпич;1029.980;0.000;1029.980;0.000
a85c907c-6960-43f9-b93e-c145db39ec5f;2008;NULL;NULL;Кирпич;754.000;NULL;NULL;NULL
14ab2016-c5fc-4303-bea1-c17a53ba1199;1972;5;3376.370;Кирпич;930.960;0.000;930.960;0.000
f887ee77-44bd-4ee2-acd8-c1e2b5017200;1985;9;3609.090;Панели железобетонные;550.600;0.000;550.600;0.000
1036cd12-c222-4eff-963f-c1e4307d3b88;1993;9;4139.720;Панели железобетонные;664.000;0.000;664.000;0.000
8acc95da-6b1d-4979-89a7-c2358b54438c;1970;9;1914.040;Кирпич;340.000;0.000;340.000;0.000
3305e947-6dbe-43ed-9e6e-c357f4c93b45;1993;9;6253.070;Панели железобетонные;1044.800;0.000;1044.800;0.000
75e94b37-d0ed-4eee-920e-c3f359aae221;1979;5;4560.160;Блоки;1372.000;0.000;1372.000;0.000
f63eee2e-d74a-4bab-8cae-c3f4f0cdf406;1990;2;361.590;Кирпич;289.000;0.000;289.000;0.000
b99fe77a-2343-4294-a2dd-c3fd9628a34c;1981;9;3535.320;Панели железобетонные;578.600;0.000;578.600;0.000
7786df21-4a2e-4e98-980e-c473f0692195;1986;9;3571.770;Панели железобетонные;581.000;0.000;546.000;0.000
980e94bc-9708-40f2-b4f8-c6725f731d76;1989;9;2076.410;Панели железобетонные;336.000;0.000;336.000;0.000
4154bbee-b247-45dc-9574-c67b614c633b;1964;5;4614.890;Блоки;1279.000;0.000;1279.000;0.000
86c75d02-d019-494d-b8f6-c75611da88d8;1991;5;3348.416;Кирпич;1127.220;0.000;1127.220;0.000
01ef04b8-1e51-41ae-b24d-c77adebfdf27;1986;5;1364.560;Кирпич;460.000;0.000;460.000;0.000
b3ebbae5-3843-4f7e-b048-c7aa5517eb62;1973;5;3037.300;Кирпич;1036.000;0.000;1036.000;0.000
78b2352d-66cb-4b76-af6e-c7cec7b87a29;1998;9;2500.780;Кирпич;472.900;0.000;472.900;0.000
7a3ee4fb-6b78-45e2-bcf4-c7e8ef5811cf;1985;9;3652.010;Панели железобетонные;617.000;0.000;617.000;0.000
786adff9-0134-45b2-891e-c8ccd3402dc5;1970;9;1856.700;Кирпич;340.000;0.000;340.000;0.000
41906cd0-9b8d-427c-b055-c956d9c13b32;1968;5;2318.340;Блоки;756.000;0.000;756.000;0.000
cfa0b7d5-262f-4f16-bb23-c9bc7119d2d5;1976;5;2981.120;Блоки;785.000;0.000;785.000;0.000
45f3a4bf-5e9e-4a19-9eb1-c9d66609cd8c;1984;9;3616.640;Панели железобетонные;1151.000;0.000;575.500;0.000
39da523b-9b8c-4f03-9651-c9d92759261f;1988;9;2488.530;Кирпич;400.680;0.000;400.680;0.000
929d799e-5e95-474c-ab16-ca2bec543d14;1999;9;4291.091;Панели железобетонные;1108.600;0.000;657.800;0.000
9d084ea2-3b5d-4741-9e2e-cab74f873966;2002;9;2215.380;Панели железобетонные;354.000;0.000;354.000;0.000
