Number;Date;UID;Desc;Group;Cat
1357441;01.02.2023 12:33;f8cc2a28-91dc-4d46-92e2-b03876060326;Осмотр люстры (не горит свет). Либо замена лампы на люстре.;;
1357446;01.02.2023 12:42;97c55fe1-9164-40e9-bb9a-d387232818f8;Х/З, Х/ГВС;;
1357447;01.02.2023 12:43;97c55fe1-9164-40e9-bb9a-d387232818f8;Прочистить или промыть мусоропровод (сильный запах);;
1357450;01.02.2023 12:51;7e246271-75bb-4c91-add6-86e0571b826c;На втором этаже в кубовой течь гофры, требуется замена. Гофра есть.;;
1357452;01.02.2023 12:59;a7b47294-1158-461b-aed6-2dc403565b44;Опломбировать счетчик ГВС;;
1357454;01.02.2023 13:02;b114966c-7b33-49ea-a587-1fad10411c57;Заменить кран буксу на ГВС в группе.;;
1357455;2023-02-01 13:11:15.025;598bb517-6ea5-47ec-93c5-dbe20892061f;Проверить ДВК;;
1357464;01.02.2023 13:25;94c563de-83bd-486b-8a82-bc52f59eb3f2;Х/Б ( зал, кухня) чуть теплые в 1 спальни;;
1357466;01.02.2023 13:26;94c563de-83bd-486b-8a82-bc52f59eb3f2;Х/Б (зал, кухня);;
1357474;01.02.2023 13:42;ea97fdaf-3f42-4ae8-955f-8d14d6df984c;Сильно хлопает входная тамбурная дверь  в подъезд.;;
1357476;01.02.2023 13:43;bcbd607a-4955-40ec-8347-a3b1b3a2a56f;Монтаж унитаза.;;
1357479;01.02.2023 13:47;4da0e501-9e72-458e-902b-630573c80e22;Цокольный этаж -помещение склада течь трубы.;;
1357484;01.02.2023 13:56;1a17464f-4ce7-4d01-bd3e-f1f0cb135fe8;В 1 подъезде в лифте запах горелой проводкой;;
1357487;01.02.2023 14:05;b27e559a-9b5a-42cd-9ce6-3c5032918cf5;Замена отсечных кранов на ХВС и ГВС;;
1357492;01.02.2023 14:10;6a331bc5-9d9a-4f1b-8fc5-797c1eabb7aa;Х/Б во всей квартире по стояку;;
1357513;01.02.2023 14:30;cc07db70-9012-4bbb-bc0f-53f8ca1cd5d0;Опломб. сч.ХВС;;
1357531;01.02.2023 14:49;d96f469b-ee63-4fb1-b525-a43adc42d26c;Опломб. сч. ГВС;;
1357532;01.02.2023 14:49;d96f469b-ee63-4fb1-b525-a43adc42d26c;Опломб. сч. ХВС;;
1357537;01.02.2023 14:52;14c9c478-464a-412c-ba80-1be12c132f57;Нет электричества в квартире.;;
1357541;01.02.2023 15:00;815c4c63-bbda-46dc-ae9e-9957430b0d68;Течь батареи в зале.;;
1357547;01.02.2023 15:04;3c095ece-5231-46dc-acc2-cae7ecb1c39c;Осмотр змеевика в ванной (ржавчина). ;;
1357548;2023-02-01 15:07:20.053;62f5beff-2753-490c-8115-01cfa320ee40;В первом подъезде не работает лифт.;;
1357551;01.02.2023 15:11;60b801ae-cfaa-43e8-8d91-91bdb3b216a4;Звонок не идет на квартиру.;;
1357560;01.02.2023 15:20;9046e370-fa2d-439a-aeb2-21102eca4fff;прибавить ЦО в квартире холодно.;;
1357561;01.02.2023 15:22;5b5d0f68-23fa-4b4e-beb8-1bf1c679e4ea;Со стороны нежилых помещений снять снеговые шапки и сосульки с крыши.;;
1357571;2023-02-01 15:30:06.018;8bc8ad35-97c2-4c5a-b06c-a20865d1cc94;Замена счетчика ГВС (материал есть);;
1357572;01.02.2023 15:30;21a3a182-46c1-4ba7-bc91-1512b1197bea;Опломб.сч. ГВС;;
1357574;2023-02-01 15:30:51.044;21a3a182-46c1-4ba7-bc91-1512b1197bea;Опломб.сч. ХВС;;
1357579;01.02.2023 15:37;fa9904e9-ee69-4eeb-b85c-3972a1c4267d;Замена стояка КНС в санузле.;;
1357582;01.02.2023 15:40;9b322d0b-595b-4cf8-8419-3c4f77b2a395;Опломб. сч. ХВС;;
1357583;01.02.2023 15:43;acab0a0b-ecfb-44db-9527-1b16e289ebc3;Опломб. сч. ГВС;;
1357601;01.02.2023 16:07;73385327-dc4d-4528-9292-a58cbb27bab2;В первом подъезде на первом и втором этажах установить светильники.;;
1357603;01.02.2023 16:08;1ed1e80e-28cf-475a-8b54-fc5148b94c6a;Замена сифона и прочистить стояк КНС (ванная);;
1357609;01.02.2023 16:11;0eae3ea4-d99e-4c91-a958-da90aa54977d;Опломб. сч. ГВС;;
1357620;01.02.2023 16:18;62f5beff-2753-490c-8115-01cfa320ee40;Лифт в 1 подъезде останавливается постоянно на 5 этаже. ;;
1357627;01.02.2023 16:24;7ad34e28-d554-41d8-aafb-34e3485a1cd0;Х/Б комната;;
1357631;01.02.2023 16:29;d5378a17-40ad-48b8-83e7-691b3b940727;Снять показания со счетчиков ХВС и ГВС. Составить акт.;;
1357637;01.02.2023 16:59;a91ad2a8-c332-4d5a-aa83-754489f742c8;Течь ГВС  на кухне. До конца не перекрывается вентиль.;;
1357642;01.02.2023 17:23;8dbdaf40-0c1f-42fe-b16b-e83e7a6b60f6;Подкапывает ХВС в санузле.;;
1357643;01.02.2023 17:25;13fc21bf-71f2-4a15-b926-8c2ac466d0c7;Х/Б (комната угловая);;
1357645;01.02.2023 17:34;60081b82-463a-43fc-ac41-9af2d89cac7f;Не вывезен мусор из 9 этажного дома. ;;
1357646;01.02.2023 17:35;60081b82-463a-43fc-ac41-9af2d89cac7f;Очистить от снега и наледи пешеходную зону.;;
1357647;01.02.2023 17:36;60081b82-463a-43fc-ac41-9af2d89cac7f;Обработать песком от наледи 3 подъезд;;
1357652;2023-02-01 17:46:12.039;75e94b37-d0ed-4eee-920e-c3f359aae221;Течь трубы ЦО (кухня). Плохо греют радиаторы.;;
1357653;01.02.2023 17:58;6c3dd244-8400-4b8e-b476-92c356c68535;Течь  в углу 2 подвала.;;
1357654;2023-02-01 18:08:28.035;5f150ce4-dbcc-4cbf-9adb-dde8d4c05aba;Засор КНС (ванная);;
1357657;01.02.2023 18:24;0d67533c-c3de-4ca9-a728-d82f3ee96a98;в 1 подъезде не работает лифт;;
1357660;2023-02-01 18:29:14.013;9c774cc3-8e1c-4f64-a4d8-82b75f0e778c;В 3 подъезде  на 3 этаже искрит в эл. щитке.;;
1357661;01.02.2023 18:39;6c3dd244-8400-4b8e-b476-92c356c68535;Течь во 2 подвале сверху. Произвести обследование из какой квартиры течь. Аварийка выезжала в кв.58, 59 говорят у них все сухо.;;
1357663;01.02.2023 18:58;672887d7-0883-4f0b-8cc1-b2cd24a85ada;Течь кровли в 2-х комнатах. Составить акт.;;
1357665;2023-02-01 19:15:16.057;9046e370-fa2d-439a-aeb2-21102eca4fff;Засор КНС (кухня) Поднимается из раковины.;;
1357670;01.02.2023 19:38;672887d7-0883-4f0b-8cc1-b2cd24a85ada;Течь с кровли;;
1357672;01.02.2023 19:44;2d7970d8-ac07-4196-9dd7-9d53fdcc5c1c;Шум в батареях;;
1357674;01.02.2023 19:57;2d7970d8-ac07-4196-9dd7-9d53fdcc5c1c;Шум в батареях;;
1357676;01.02.2023 20:17;3305e947-6dbe-43ed-9e6e-c357f4c93b45;Течь гофры на кухне;;
1357681;01.02.2023 21:08;7fb5d44b-ddc9-4667-a0ea-4ab8ebc5c1dd;Не смывает см\б в санузле ;;
1357682;01.02.2023 21:43;adba4486-5d76-437d-9ac9-8b42c59ebb1c;Течь трубы ХВС в подвале  2-го подъезда ;;
1357683;01.02.2023 21:54;666927b5-0c25-44b7-9abd-23be4ff2d0c5;Нет света во всем доме;;
1357687;01.02.2023 22:12;2d7970d8-ac07-4196-9dd7-9d53fdcc5c1c;Течь сгона в подвале ;;
1357692;02.02.2023 3:54;3ccb8813-62a8-4136-b7cd-923a55f34174;застряли в лифте;;
1357707;02.02.2023 7:01;9046e370-fa2d-439a-aeb2-21102eca4fff;Засор на кухне ;;
1357709;02.02.2023 7:45;ba83ec19-e405-4d3c-b699-2fde667bc4ba;Посыпать песко-соляной смесью тротуары перед  подъездами домов 19 и 21, очень скользко;;
1357711;02.02.2023 7:57;a5de8ac1-ae04-4ee0-a0ee-15159cfbac05;Снять смеситель на кухне перед заменой кухонной мебели  ;;
1357722;02.02.2023 8:16;f0b3efd0-5533-4d40-87ef-ddb23c2767b2;Искрит выключатель в зале;;
1357723;02.02.2023 8:20;38f8b40a-bb72-4828-a37d-101231ebba95;Застряли в лифте 1 подъезда;;
1357724;02.02.2023 8:21;3a68db59-7e1e-44c2-aa56-e3f5c122d5b9;Замена светильников в группах;;
1357725;02.02.2023 8:22;3a68db59-7e1e-44c2-aa56-e3f5c122d5b9;Замена подводок ХВС и ГВС под чугунной раковиной в буфетной;;
1357730;02.02.2023 8:37;0d67533c-c3de-4ca9-a728-d82f3ee96a98;Заменить  светильник на 4 этаже во 2 подъезде ближе к 51 и снять гирлянды с подъездов;;
1357731;02.02.2023 8:39;29f15794-837d-4393-b8c2-f72a55aed39a;Х/З  Х/Б только на кухне- по стояку. ;;
1357733;02.02.2023 8:40;29f15794-837d-4393-b8c2-f72a55aed39a;Ржавчина на стояке ЦО в кухне. капельная течь.;;
1357743;02.02.2023 8:49;a54e7f41-3fcb-4ce3-8dc8-835a2beda17e;Опломб. сч. ГВС;;
1357745;02.02.2023 8:50;79634954-aa18-4124-b5d3-dd315e5812e2;Опломбировать  счетчик ГВС после установки;;
1357746;02.02.2023 8:51;79634954-aa18-4124-b5d3-dd315e5812e2;Опломбировать счетчик ХВС после установки.;;
1357751;02.02.2023 8:55;8bc8ad35-97c2-4c5a-b06c-a20865d1cc94;Опломбировать счетчик ГВС после замены;;
1357752;02.02.2023 8:58;89047c9b-b64c-4839-80c5-de8d47312c7e;Сильный запах КНС из подвала 5 подъезда, проверить на засор;;
1357755;02.02.2023 9:03;d4a5ff51-2de4-405d-9a59-61a102f9778a;Лопнула труба КНС , топит нижние этажи;;
1357758;2023-02-02 09:07:37.046;9d90869f-de9e-44f4-b730-60796338be02;Х/Б по стояку кухни после ремонтных работ в доме;;
1357760;02.02.2023 9:11;a6ed481a-e5b6-4f03-92dd-c45e03c2e710;Опломбировать счетчик ХВС ;;
1357761;02.02.2023 9:11;9046e370-fa2d-439a-aeb2-21102eca4fff;Низкая температура ГВС;;
1357762;02.02.2023 9:12;9046e370-fa2d-439a-aeb2-21102eca4fff;Низкая температура ГВС;;
1357763;02.02.2023 9:15;22fc0c7f-0385-49c0-9127-3fee8ee1d9bb;Опломбировать счетчик ГВС после замены;;
1357765;02.02.2023 9:16;22fc0c7f-0385-49c0-9127-3fee8ee1d9bb;Опломбировать счетчик ХВС после замены счетчика ГВС, стояла общая пломба;;
1357766;02.02.2023 9:18;ea25fc8c-bcae-44e4-a669-8c57a32f5351;В подвале под квартирой №1 сырость. в квартире мокрое пятно и плесень-проверить подвал;;
1357767;02.02.2023 9:18;05e4aedd-ba05-495c-abcf-227d3ad25fad;Опломбировать счетчик ХВС после замены счетчика ГВС, стояла общая пломба;;
1357768;02.02.2023 9:20;e637470f-6fd2-41fc-94af-7c7a83a66b60;Сильный запах КНС в квартирах и в 3 подъезде;;
1357769;02.02.2023 9:21;813328b0-58e7-4aa4-b5f6-c0fe8afbd7ed;Опломб. сч. ХВС;;
1357770;02.02.2023 9:21;7e246271-75bb-4c91-add6-86e0571b826c;Порыв трубы ЦО под полом пищеблока на 1 этаже;;
1357781;02.02.2023 9:37;05cebd67-8862-4eaf-95db-6ad109967806;Топят с верх. этажа - санузел;;
1357789;02.02.2023 9:49;0ea9b674-c6c0-453d-9d1d-ea52b8f2dc9e;Х/б в зале, подключить;;
1357791;02.02.2023 9:50;9efd060f-c9ee-4cff-ad09-565c5c04c254;Течь батареи ЦО в группе на 2 этаже и не поступает вода в с/б в другой группе на 2 этаже;;
1357793;02.02.2023 9:54;9efd060f-c9ee-4cff-ad09-565c5c04c254;Не работают сушилки в 2-х группах;;
1357794;02.02.2023 9:55;80d43bee-0403-4d74-b401-35df3a320ea2;Ремонт 2-х выключателей и 1-й розетки;;
1357796;02.02.2023 9:56;4e4f7549-851f-454d-8c03-6f4f911cc450;Течь ХВС  сверху по штрабе в туалете в ночное время, на 4 и 5 этажах в кв. сухо, найти причину течи и устранить;;
1357797;02.02.2023 10:02;9f8c4b9c-80e1-48b2-af6b-9388dfa4331c;Подтекает под с/б и ревизия счетчиков ГВС и ХВС, кв. пустовала.;;
1357798;02.02.2023 10:03;fe6bc411-d85b-4723-83e6-4ef7769b2ef1;Не набирается вода в см/б.  Ревизия армат. см/б. Закрепить унитаз.;;
1357807;02.02.2023 10:17;94ada630-8c06-4ef6-ac0a-623091cfd311;Искрит выключатель. Запах проводки.;;
1357810;02.02.2023 10:22;be26052a-9960-48d9-af68-322630339a77;Остыли к утру все батареи ЦО в квартире;;
1357813;02.02.2023 10:28;4154bbee-b247-45dc-9574-c67b614c633b;По утрам Х/ГВС- не сливается;;
1357820;02.02.2023 10:37;a8bb2035-06a0-49ba-aef6-f4f9712ab024;Ремонт кровли над кв.№33;;
1357827;02.02.2023 10:50;9f8c4b9c-80e1-48b2-af6b-9388dfa4331c;Опломб. сч. ГВС;;
1357832;02.02.2023 10:56;94c563de-83bd-486b-8a82-bc52f59eb3f2;Течь батареи в угловой комнате ;;
1357834;2023-02-02 11:00:43.041;04c87945-3c8c-4045-849d-6c205b7ea94c;Проверить заземление газового котла.;;
1357835;02.02.2023 11:01;7d118324-b82f-4458-8a72-f323e7bbeaff;Опломб. сч. ХВС;;
1357843;02.02.2023 11:14;dc897e29-86fc-402f-a6fb-b34659a0ad21;Замена выключателей на 1 этажах во всех подъездах дома;;
1357848;02.02.2023 11:28;a1129efe-6b30-404f-a0af-beae2b83eb76;Сильный шум и вибрация в квартире в ночное время и под утро, проверить оборудование на чердаке и в подвале.;;
1357850;02.02.2023 11:30;c1c6e9fb-cbac-4cf1-bddb-97679da9fd35;Течь батареи ЦО на кухне.;;
1357851;02.02.2023 11:30;9b9c9a49-2072-4679-a18d-8b0a548d40b1;Во 2 подъезде лифт не доезжает до 1 этажа;;
1357854;02.02.2023 11:32;cf763e8c-90f7-4976-a309-1e04820a5ec6;Выключить свет в подвале 4 подъезда;;
1357855;2023-02-02 11:36:30.045;d380f0b5-b728-4cf4-a4d7-a71d58cff7f8;Ревизия эл. счетчика ;;
1357856;02.02.2023 11:39;ea97fdaf-3f42-4ae8-955f-8d14d6df984c;Лопнула труба КНС ;;
1357858;02.02.2023 11:44;bb80235a-f3b7-40cf-830d-81acd5a89a2b;Составить акт осмотра квартиры, плесень и сырость.;;
1357859;02.02.2023 11:45;bb80235a-f3b7-40cf-830d-81acd5a89a2b;Составить акт осмотра квартиры, плесень и сырость.;;
1357863;02.02.2023 11:49;bef36531-9088-403a-aa21-1404df42873d;Есть доступ к стояку КНС для замены тройника;;
1357866;02.02.2023 11:52;1180c488-99f9-4264-b8a8-71b8e014bd09;Убавить t  ЦО в доме по просьбе ст. по дому.;;
1357868;02.02.2023 11:53;23f03f1b-07aa-4366-b246-373d61210f70;Нет освещения в кабине лифта во 2 подъезде;;
1357869;02.02.2023 11:53;a8bb2035-06a0-49ba-aef6-f4f9712ab024;Подтекает кран на кухне;;
1357870;02.02.2023 11:54;23f03f1b-07aa-4366-b246-373d61210f70;Нет освещения в кабине лифта во 2 подъезде;;
1357873;02.02.2023 12:03;1c47df7e-1b8d-46e3-86f2-a3ec6213dfa4;Течь смесителя в умывальнике;;
1357875;02.02.2023 12:07;28ac44bc-5831-49fb-a721-7fed6f6ef3bb;ГВС перебивает ХВС;;
1357878;02.02.2023 12:13;409e1b0b-d284-4a23-9129-e90c4fc0b792;Запах КНС в 3 подъезде-проверить подвал на засор;;
1357879;02.02.2023 12:15;250821bd-8162-4fa0-90a2-77151e6ce4b7;Снег  не убран(проезжая часть, крыльцо, входные группы), скользко, травмоопасно, скамейки не очищены.Составить акт копию передать заявителю;;
1357880;02.02.2023 12:17;250821bd-8162-4fa0-90a2-77151e6ce4b7;Снег  не убран(проезжая часть, крыльцо, входные группы), скользко, травмоопасно, скамейки не очищены.Составить акт копию передать заявителю;;
1357882;02.02.2023 12:23;be24280b-3eb6-4a6d-861c-90275e8ba270;Замена 2-х выкл. и 2-х розеток;;
1357885;02.02.2023 12:29;42783c1c-ea5c-4474-ad33-72b9bc0e552c;Не работают кнопки в лифте;;
1357888;02.02.2023 12:34;a92e105e-0757-4327-96f8-6e395529eb41;Течь трубы ЦО  в спальне;;
1357891;02.02.2023 12:41;18b8ff66-91b3-4175-b08b-c2515e648b4b;Засор КНС в подвале.;;
1357895;02.02.2023 13:11;ad97b8ee-4aa8-4293-a820-2249bf190ca8;В 1 под. на 1 этаже заизолировать провода в эл/щитке;;
1357896;02.02.2023 13:11;a91ad2a8-c332-4d5a-aa83-754489f742c8;Заменить вентили на стояках ГВС и ХВС, материал в наличии;;
1357897;02.02.2023 13:15;dd1b71bf-43a1-44aa-bddb-bf150ab037b3;Нет напора ГВС и ХВС, на кухне отсутствует вообще, после ремонтных работ в подвале;;
1357900;02.02.2023 13:21;1180c488-99f9-4264-b8a8-71b8e014bd09;В подвале клуба БРИГАНТИНА течь воды;;
1357901;02.02.2023 13:21;b46bf3ed-d94c-423c-a8f3-2356543823f1;Течь трубы ЦО в холле 3 этаже рядом с 304 кабинетом;;
1357904;02.02.2023 13:30;d96f469b-ee63-4fb1-b525-a43adc42d26c;Опломбировать счетчик  ГВС после замены.;;
1357905;02.02.2023 13:31;d96f469b-ee63-4fb1-b525-a43adc42d26c;Опломбировать счетчик ХВС после замены;;
1357909;02.02.2023 13:34;a91ad2a8-c332-4d5a-aa83-754489f742c8;Составить акт о протопе сверху;;
1357911;02.02.2023 13:43;64ee092f-26cc-40b0-ab1b-bc37702d6ac7;Течь тройника ГВС  в ванной комнате, подводки к с/б  и подводки ХВС к раковине на кухне;;
1357912;02.02.2023 13:44;1180c488-99f9-4264-b8a8-71b8e014bd09;Не перекрываются отс. краны ХВС  ГВС;;
1357921;02.02.2023 14:03;f4089d3b-a313-4a7e-8432-9aa2441cd87d;Прочистить общий стояк КНС по кухне;;
1357934;2023-02-02 14:19:09.037;6c3edadb-3466-4106-9cfb-adf1cc4d6ed0;Переподключить свет в 3 подъезде, чтобы в тамбуре горел постоянно, а на этажах чтобы отключался свет;;
1357938;02.02.2023 14:22;333e77ed-f2c8-4fbf-b257-1108b077933a;Застряли в лифте;;
1357948;02.02.2023 14:31;b6c5e5ca-0204-42b8-8e64-1ecda762bffb;Застеклить дверь в 3 подъезде, разбито;;
1357950;02.02.2023 14:32;b6c5e5ca-0204-42b8-8e64-1ecda762bffb;Заменить перегоревшие лампочки на л\клетках 3 подъезда;;
1357951;02.02.2023 14:32;921036e5-b908-47d6-8fd8-2139a9d1e14c;"С кровли убрать снежные ""шапки""";;
1357954;02.02.2023 14:36;d014785d-263e-4f99-8835-bdd90f6bffa4;В тамбуре 1 подъезда сломан доводчик-отремонтировать;;
1357957;2023-02-02 14:37:25.029;aba6173d-4413-443a-bddb-ae6d3640ad3e;Нет света в кладовке при входе в подъезд;;
1357961;2023-02-02 14:41:10.071;d06c5d99-3a94-4a48-a7fd-873161446774;Составить акт об образовании плесени в результате течи с кровли в квартиру;;
1357962;2023-02-02 14:41:25.077;dcac9f3a-41d8-4d64-b2a6-fba2cf8d47b6;Приварить железные перила при входе в 4 подъезд.;;
1357967;02.02.2023 14:46;0ea9b674-c6c0-453d-9d1d-ea52b8f2dc9e;Х/Б в зале ;;
1357968;02.02.2023 14:46;ee0eeb09-a390-4774-9146-fadd1a7d487c;Нужна консультация по замене чугунного стояка КНС на пластиковый в моей квартире.;;
1357970;02.02.2023 14:46;0ea9b674-c6c0-453d-9d1d-ea52b8f2dc9e;Х/Б в зале;;
1357973;02.02.2023 14:49;d362becb-9692-48a2-b24b-e8afe3930184;Замена трубы КНС;;
1357974;02.02.2023 14:49;77f0b22d-9c53-4a9d-ab64-a2bad48c57b1;Х/Б в комнате с балконом и на кухне;;
1357976;02.02.2023 14:51;6a331bc5-9d9a-4f1b-8fc5-797c1eabb7aa;Опломб. сч. ГВС;;
1357979;02.02.2023 14:52;9f8c4b9c-80e1-48b2-af6b-9388dfa4331c;Опломбировать счетчик ГВС после замены;;
1357981;02.02.2023 14:53;9f8c4b9c-80e1-48b2-af6b-9388dfa4331c;Опломбировать счетчик ХВС после замены;;
1357982;02.02.2023 14:53;25b3e376-bcfc-4926-9476-a32910a9c5de;Затоплен подвал;;
1357985;02.02.2023 14:55;7aab3aa6-2613-46db-add9-2ca424b0cd46;Снять показания  счетчика ГВС и составить акт для бухгалтерии РИЦ;;
1357986;02.02.2023 14:58;c992015d-efbc-46a1-b160-4d07669dc676;Заменить вентиль на стояке ГВС, материал в наличии.;;
1358001;02.02.2023 15:38;3313e337-7991-40d8-abed-750f957d46e6;Запах КНС  в квартире №3-просьба зайти и прверить;;
1358002;02.02.2023 15:44;19e86cdf-083f-4f4f-a059-9d8caaa71132;Прочистить засор КНС в подвале 5 подъезда и обработать хлоркой;;
1358009;02.02.2023 15:55;92a6d9c7-6251-43ff-a6f1-10eb04b138dc;Заменить счетчик ГВС , материал в наличии.;;
1358017;02.02.2023 16:03;22e7b113-ab05-4ff1-867a-7abac04f1917;Сильный запах КНС из подвала, проверить на засор;;
1358021;02.02.2023 16:07;f6510c31-6ea6-4cbc-93a7-571ec7c05d1b;Опломбировать счетчик ГВС после замены;;
1358025;02.02.2023 16:08;f6510c31-6ea6-4cbc-93a7-571ec7c05d1b;Опломбировать счетчик ХВС  после замены счетчика ГВС, стояла общая пломба;;
1358027;2023-02-02 16:09:44.033;c1c6e9fb-cbac-4cf1-bddb-97679da9fd35;Замер темп. режима в квартире;;
1358037;02.02.2023 16:20;a940e431-7ece-4907-98ab-960d3fbc05b7;Низкое давление ХВС по всему стояку;;
1358039;02.02.2023 16:23;db3d2859-dffb-487d-ba50-2ad11af7e366;Ремонт светильника-отвалился;;
1358043;2023-02-02 16:26:45.021;42821956-2bbe-4c65-99f8-20dc126f94ac;Консультация по замене кранов на батареях;;
1358044;02.02.2023 16:28;e68d7013-5b25-473a-993d-90c16e6047ad;Опломбировать счетчик ХВС после замены;;
1358046;02.02.2023 16:43;8012f310-1e2b-4299-ab17-e526bb68920b;Не работает домофон на 4 этаже после пожара, подключить.;;
1358048;2023-02-02 16:47:16.067;7d4590e0-ee21-496d-beae-dafd9955bf63;"Течь  подводки ХВС  под раковиной в группе ""Семицветик"" на 1 этаже";;
1358050;02.02.2023 17:15;f6510c31-6ea6-4cbc-93a7-571ec7c05d1b;Не греет низ батарей ЦО во всех комнатах;;
1358051;02.02.2023 17:16;f6510c31-6ea6-4cbc-93a7-571ec7c05d1b;Не греет низ батарей ЦО во всех комнатах;;
1358052;02.02.2023 17:22;14ab2016-c5fc-4303-bea1-c17a53ba1199;Х/б в зале и в спальне.;;
1358053;2023-02-02 17:23:33.025;8824571e-c53b-4c21-a027-9b48ae1ed697;Не примагничивается домофонная дверь 2 подъезда;;
1358054;2023-02-02 17:24:03.035;14ab2016-c5fc-4303-bea1-c17a53ba1199;Х/б по стоякам зала и спальни.;;
1358059;02.02.2023 17:52;594762bf-fecb-41fe-b707-bd5a665388e1;Составить акт о протечке с кровли с потолка комнаты. (сбивали сосульки с крыши,);;
1358061;02.02.2023 18:15;77f0b22d-9c53-4a9d-ab64-a2bad48c57b1;Не греет половина батарей ЦО в зале.;;
1358062;02.02.2023 18:36;c56655ee-995b-4287-b262-a57d124df776;Опломбировать счетчик ГВС после замены;;
1358063;02.02.2023 18:59;2c863825-83ab-48a8-a806-ee57d3b0ed2b;Сильно примагничивается домофонная дверь, трудно открывать;;
1358065;02.02.2023 19:04;a92e105e-0757-4327-96f8-6e395529eb41;Течь сгона батареи ЦО в группе на 2 этаже.;;
1358070;02.02.2023 19:41;1d560926-0842-47a4-be01-0c769b993dbe;Очистка крыши  от снега.;;
1358081;2023-02-02 20:16:11.040;c1c6e9fb-cbac-4cf1-bddb-97679da9fd35;Х/Б кухня, ванная;;
1358084;02.02.2023 20:26;581c1a6f-8b26-415b-8144-551edc3bf94b;Нет света (вся кварьтира);;
1358087;02.02.2023 21:16;14ab2016-c5fc-4303-bea1-c17a53ba1199;Х/Б (зал).;;
1358110;03.02.2023 6:03;14ab2016-c5fc-4303-bea1-c17a53ba1199;Х/Б;;
1358118;03.02.2023 7:37;a5dab6ca-9c93-460d-9f51-7f3b7206dbdc;Лопнула труба ЦО в группе на 2 этаже;;
1358119;03.02.2023 7:37;86c75d02-d019-494d-b8f6-c75611da88d8;течь с потолка в общ.туалете ;;
1358120;2023-02-03 07:41:46.065;7069333f-7131-4717-9f4a-89f9e9e21a34;Проверить подвал на засор;;
1358121;03.02.2023 7:45;929d799e-5e95-474c-ab16-ca2bec543d14;Х/ГВС ;;
1358122;03.02.2023 7:45;e87b2cfa-6159-4aa2-b789-3974a01e0b0a;двоником не убирается прид.территория;;
1358123;03.02.2023 7:57;e77e6f93-1dcf-4871-b82b-a541f403ac0f;Течь трубы ЦО рядом с хомутом  в коридоре на 1 этаже;;
1358124;03.02.2023 7:58;ae669ab8-4463-4b94-96ac-ae9ab6768790;течь трубы отопления в группе;;
1358126;03.02.2023 8:01;90d1cab6-1aa0-4c28-9df9-01f930e6dede;х/з;;
1358128;03.02.2023 8:01;90d1cab6-1aa0-4c28-9df9-01f930e6dede;х/з;;
1358129;03.02.2023 8:03;ae669ab8-4463-4b94-96ac-ae9ab6768790;течь трубы отопления в группе;;
1358131;03.02.2023 8:06;167a1df1-882a-439a-8119-19991d89d7c6;на 6 эт п №1  засор мусоропровода;;
1358133;03.02.2023 8:09;d2191292-0e83-434c-9ada-8395cd307741;Течь  в резьбовом соединении трубы ЦО в коридоре на 2 этаже;;
1358137;03.02.2023 8:16;213b176e-d8ae-462b-8a2a-9ef7f9e07013;Течь трубы ГВС в санузле;;
1358138;03.02.2023 8:18;92a6d9c7-6251-43ff-a6f1-10eb04b138dc;не поступает вода в см/б;;
1358153;03.02.2023 8:33;ae9b423a-3e20-48c5-803c-1f3631b40e05;Засор раковины на кухне;;
1358154;03.02.2023 8:33;d0c19674-c0de-4fa4-9bc7-2fff3a50bbb7;течь в туалете  по стояку;;
1358159;03.02.2023 8:41;47655c4a-d61d-4914-ae48-31da98c8fd06;течь змеевика;;
1358163;03.02.2023 8:45;ae669ab8-4463-4b94-96ac-ae9ab6768790;Засор КНС в группе на 1 этаже;;
1358164;03.02.2023 8:47;5339a9b1-bab1-40fd-b3c6-593176bf7612;Замена смесителя в 201 каб., материал в наличии;;
1358166;03.02.2023 8:51;c1c6e9fb-cbac-4cf1-bddb-97679da9fd35;холодный стояк цо кухня;;
1358167;03.02.2023 8:52;c1c6e9fb-cbac-4cf1-bddb-97679da9fd35;Х/Б на кухне;;
1358172;03.02.2023 8:56;bae4de57-bee3-473f-8d44-142c04c12b81;х/б в спальне;;
1358175;2023-02-03 09:00:05.003;4da0e501-9e72-458e-902b-630573c80e22;Течь КНС в помещении;;
1358179;03.02.2023 9:09;d3c65414-2abc-40ad-9c9e-249df52f1a6d;Чуть теплые батареи  во всей квартире, на  л\клетках на 1и 2  этажах х/б;;
1358181;03.02.2023 9:10;a91ad2a8-c332-4d5a-aa83-754489f742c8;замена гибкой подводки кухня;;
1358183;03.02.2023 9:12;9566f27b-9669-43e8-8593-f2425876f279;Убавить t подачи ЦО в доме, идет большое потребление;;
1358187;03.02.2023 9:25;c7b6f761-3317-4bb4-91a3-3c71dcb1fccf;Течь отсечного вентиля к с/б ;;
1358191;03.02.2023 9:29;ae669ab8-4463-4b94-96ac-ae9ab6768790;Требуется замена части трубы ЦО со сваркой;;
1358194;03.02.2023 9:32;72c58bb9-62f7-4f59-95b1-ed747869d168;замена ламп уличного освещения,нужна телескопичка,лампа куплена;;
1358198;03.02.2023 9:42;a92e105e-0757-4327-96f8-6e395529eb41;Течь трубы ЦО (нужна сварка);;
